"uid","genes","inCs","inRel","inDS","cls","interp"
"425888","BMPR2","True","True","True","Pathogenic",
"425887","BMPR2","True","True","True","Likely pathogenic",
"425886","BMPR2","True","True","True","Likely pathogenic",
"425885","BMPR2","True","True","True","Likely pathogenic",
"425884","BMPR2","True","True","True","Likely pathogenic",
"425883","BMPR2","True","True","True","Likely pathogenic",
"425864","BMPR2","True","True","True","Likely pathogenic",
"425863","BMPR2","True","True","True","Likely pathogenic",
"425842","BMPR2","True","True","True","Likely pathogenic",
"425800","BMPR2","True","True","True","Uncertain significance",
"425733","BMPR2","True","True","True","Likely pathogenic",
"425731","BMPR2","True","True","True","Likely pathogenic",
"425725","BMPR2","True","True","True","Likely pathogenic",
"424599","HNF4A","True","True","True","Likely pathogenic",
"424401","DNM2/LOC130063529","True","True","True","Benign",
"423498","FBN1","True","True","True","Pathogenic",
"423100","FOXN1","True","True","True","Likely pathogenic",
"422945","FOXN1","True","True","True","Likely pathogenic",
"422694","LOC130068746/SLC9A6","True","True","True","Benign",
"420100","ACTA1","True","True","True","Pathogenic",
"420070","GCK","True","True","True","Pathogenic",
"419664","IL2RG","True","True","True","Likely pathogenic",
"418656","IL2RG","True","True","True","Pathogenic",
"418653","PTEN","True","True","True","Likely pathogenic",
"418538","VHL","True","True","True","Likely benign",
"418475","SCN1A","True","True","True","Likely benign",
"418451","RAG1","True","True","True","Uncertain significance",
"418449","RAG1","True","True","True","Uncertain significance",
"418257","IL7R","True","True","True","Uncertain significance",
"418256","IL2RG","True","True","True","Uncertain significance",
"418228","GCK","True","True","True","Likely pathogenic",
"418218","FOXN1","True","True","True","Pathogenic",
"418159","DCLRE1C","True","True","True","Likely benign",
"416987","DNM2","True","True","True","Benign",
"415834","RUNX1","True","True","True","Benign",
"414302","ENG","True","True","True","Uncertain significance",
"414012","RPGR","True","True","True","Benign",
"412179","DICER1","True","True","True","Likely benign",
"412157","DICER1","True","True","True","Likely benign",
"412125","DICER1","True","True","True","Likely benign",
"412118","DICER1","True","True","True","Likely benign",
"412066","DICER1","True","True","True","Likely benign",
"412056","DICER1","True","True","True","Uncertain significance",
"411994","LOC107303340/VHL","True","True","True","Uncertain significance",
"411368","APC","True","True","True","Pathogenic",
"409829","BMPR2","True","True","True","Pathogenic",
"409828","BMPR2","True","True","True","Uncertain significance",
"409824","RUNX1","True","True","True","Likely pathogenic",
"409822","RUNX1","True","True","True","Likely pathogenic",
"409818","RUNX1","True","True","True","Likely benign",
"407510","ATM","True","True","True","Pathogenic",
"407115","ENG","True","True","True","Pathogenic",
"406663","CDH1","True","True","True","Pathogenic",
"406644","CDH1","True","True","True","Pathogenic",
"406639","CDH1","True","True","True","Likely benign",
"402949","HNF1A","True","True","True","Likely benign",
"402341","ADA","True","True","True","Pathogenic",
"397578","HNF4A","True","True","True","Uncertain significance",
"393491","MECP2","True","True","True","Likely benign",
"392379","FOXN1","True","True","True","Likely pathogenic",
"386114","SNHG14/UBE3A","True","True","True","Likely benign",
"385695","NEB","True","True","True","Likely benign",
"385140","MTM1","True","True","True","Benign",
"384344","FBN1","True","True","True","Uncertain significance",
"382591","TCF4","True","True","True","Uncertain significance",
"381576","JAK3","True","True","True","Uncertain significance",
"380330","NRAS","True","True","True","Benign",
"379896","PIK3R1","True","True","True","Likely pathogenic",
"379485","SLC9A6","True","True","True","Likely benign",
"378124","MECP2","True","True","True","Uncertain significance",
"377977","IL7R","True","True","True","Likely benign",
"377402","ABCA4","True","True","True","Pathogenic",
"376649","TP53","True","True","True","Pathogenic",
"376632","TP53","True","True","True","Pathogenic",
"376631","TP53","True","True","True","Pathogenic",
"376615","TP53","True","True","True","Pathogenic",
"376563","TP53","True","True","True","Pathogenic",
"376098","IL7R","True","True","True","Uncertain significance",
"376067","PIK3R1","True","True","True","Uncertain significance",
"376022","RUNX1-AS1/RUNX1","True","True","True","Pathogenic",
"375822","LDLR","True","True","True","Uncertain significance",
"374503","DYSF","True","True","True","Pathogenic",
"374497","RPE65","True","True","True","Pathogenic",
"374331","SCN1A","True","True","True","Likely pathogenic",
"373960","SCN3A","True","True","True","Pathogenic",
"373746","TCF4","True","True","True","Likely benign",
"373609","ACVRL1","True","True","True","Likely benign",
"373452","SLC6A8","True","True","True","Uncertain significance",
"373121","SOS2","True","True","True","Uncertain significance",
"373089","LZTR1","True","True","True","Pathogenic",
"372933","SLC6A8","True","True","True","Likely benign",
"372382","HNF4A","True","True","True","Pathogenic",
"371781","GJB2","True","True","True","Pathogenic",
"371622","GAA","True","True","True","Pathogenic",
"371277","GAA","True","True","True","Pathogenic",
"370886","ACADVL","True","True","True","Likely pathogenic",
"370639","GAA","True","True","True","Pathogenic",
"370278","GAA","True","True","True","Pathogenic",
"368123","F8","True","True","True","Benign",
"368120","F8","True","True","True","Benign",
"368002","F9","True","True","True","Benign",
"367998","F9","True","True","True","Benign",
"367997","F9","True","True","True","Benign",
"365088","ENG/LOC102723566","True","True","True","Likely benign",
"353268","IL7R","True","True","True","Uncertain significance",
"353266","IL7R","True","True","True","Likely benign",
"339879","RUNX1","True","True","True","Benign",
"339848","RUNX1","True","True","True","Uncertain significance",
"339828","RUNX1","True","True","True","Benign",
"339816","RUNX1","True","True","True","Likely benign",
"339795","RUNX1","True","True","True","Likely benign",
"338506","ADA","True","True","True","Uncertain significance",
"335952","CYP1B1","True","True","True","Pathogenic",
"333652","BMPR2","True","True","True","Likely benign",
"333651","BMPR2","True","True","True","Likely benign",
"333647","BMPR2","True","True","True","Uncertain significance",
"333645","BMPR2","True","True","True","Uncertain significance",
"333642","BMPR2","True","True","True","Likely benign",
"333638","BMPR2","True","True","True","Likely benign",
"333636","BMPR2","True","True","True","Likely benign",
"333629","BMPR2/LOC129935434","True","True","True","Benign",
"328518","JAK3","True","True","True","Likely benign",
"328053","LDLR","True","True","True","Uncertain significance",
"328051","LDLR","True","True","True","Benign",
"328050","LDLR","True","True","True","Likely benign",
"323871","ITGB3","True","True","True","Likely benign",
"323564","ITGA2B","True","True","True","Likely benign",
"323563","ITGA2B","True","True","True","Likely benign",
"323562","ITGA2B","True","True","True","Likely benign",
"323557","ITGA2B","True","True","True","Likely benign",
"323556","ITGA2B","True","True","True","Uncertain significance",
"322435","FOXN1","True","True","True","Likely benign",
"322433","FOXN1","True","True","True","Benign",
"322430","FOXN1","True","True","True","Benign",
"322428","FOXN1","True","True","True","Likely benign",
"316212","GATM","True","True","True","Uncertain significance",
"310040","VWF","True","True","True","Likely benign",
"310032","VWF","True","True","True","Likely benign",
"307467","C12orf43/HNF1A","True","True","True","Uncertain significance",
"304553","RAG2","True","True","True","Uncertain significance",
"304492","RAG1","True","True","True","Uncertain significance",
"298020","RPE65","True","True","True","Likely benign",
"293840","SERPINC1","True","True","True","Likely benign",
"293839","SERPINC1","True","True","True","Likely benign",
"290225","GAA","True","True","True","Uncertain significance",
"289969","LZTR1","True","True","True","Likely pathogenic",
"289644","CAPN3","True","True","True","Pathogenic",
"289367","GAA","True","True","True","Likely pathogenic",
"289310","ABCA4","True","True","True","Pathogenic",
"288531","FOXG1","True","True","True","Likely pathogenic",
"288183","DYSF","True","True","True","Pathogenic",
"287735","DCLRE1C","True","True","True","Benign",
"285589","GAA","True","True","True","Likely pathogenic",
"285366","GAA","True","True","True","Uncertain significance",
"285340","CAPN3","True","True","True","Pathogenic",
"285197","GAA","True","True","True","Pathogenic",
"285157","GAA","True","True","True","Pathogenic",
"285094","MTM1","True","True","True","Benign",
"284254","DYSF","True","True","True","Pathogenic",
"283536","SLC9A6","True","True","True","Benign",
"283358","GCK","True","True","True","Pathogenic",
"282707","ENG/LOC102723566","True","True","True","Uncertain significance",
"282260","ABCA4","True","True","True","Likely pathogenic",
"282138","GAA","True","True","True","Likely benign",
"282017","LOC126862757/TCF4","True","True","True","Benign",
"281818","USH2A","True","True","True","Likely pathogenic",
"281715","RPE65","True","True","True","Pathogenic",
"281232","GAA","True","True","True","Likely benign",
"281141","SGCG","True","True","True","Likely benign",
"281042","ACADVL","True","True","True","Likely pathogenic",
"280956","GAA","True","True","True","Uncertain significance",
"280955","GAA","True","True","True","Pathogenic",
"280954","GAA","True","True","True","Pathogenic",
"280863","ACTA1","True","True","True","Likely pathogenic",
"280226","SLC6A8","True","True","True","Uncertain significance",
"279747","CDH1","True","True","True","Pathogenic",
"265979","USH2A/USH2A-AS2","True","True","True","Likely pathogenic",
"265634","ATM","True","True","True","Pathogenic",
"263898","FBN1","True","True","True","Likely pathogenic",
"263414","FBN1","True","True","True","Likely pathogenic",
"262915","HNF4A","True","True","True","Uncertain significance",
"257447","ACTA1","True","True","True","Benign",
"256586","RYR1","True","True","True","Likely benign",
"256188","RAG1","True","True","True","Benign",
"255361","GAA","True","True","True","Benign",
"254653","PPP1CB","True","True","True","Likely pathogenic",
"252889","BRCA1","True","True","True","Uncertain significance",
"252471","JAK3","True","True","True","Likely benign",
"252308","LDLR","True","True","True","Uncertain significance",
"252173","LDLR","True","True","True","Likely pathogenic",
"252115","LDLR","True","True","True","Uncertain significance",
"252096","LDLR","True","True","True","Uncertain significance",
"251949","LDLR","True","True","True","Uncertain significance",
"251900","LDLR","True","True","True","Likely pathogenic",
"251886","LDLR","True","True","True","Uncertain significance",
"251881","LDLR","True","True","True","Uncertain significance",
"251870","LDLR","True","True","True","Likely pathogenic",
"251864","LDLR/MIR6886","True","True","True","Likely pathogenic",
"251852","LDLR","True","True","True","Uncertain significance",
"251845","LDLR","True","True","True","Uncertain significance",
"251840","LDLR","True","True","True","Uncertain significance",
"251838","LDLR","True","True","True","Uncertain significance",
"251823","LDLR","True","True","True","Likely benign",
"251817","LDLR","True","True","True","Uncertain significance",
"251767","LDLR","True","True","True","Pathogenic",
"251766","LDLR","True","True","True","Uncertain significance",
"251763","LDLR","True","True","True","Likely pathogenic",
"251731","LDLR","True","True","True","Likely pathogenic",
"251657","LDLR","True","True","True","Likely pathogenic",
"251252","LDLR","True","True","True","Uncertain significance",
"251249","LDLR","True","True","True","Uncertain significance",
"251130","LDLR","True","True","True","Likely pathogenic",
"250983","LDLR/LDLR-AS1","True","True","True","Likely benign",
"250927","LDLR/LDLR-AS1","True","True","True","Benign",
"246416","TP53","True","True","True","Pathogenic",
"242101","DICER1","True","True","True","Likely benign",
"242037","DICER1","True","True","True","Benign",
"242033","DICER1","True","True","True","Likely benign",
"242030","DICER1","True","True","True","Likely benign",
"239915","CDH1","True","True","True","Likely pathogenic",
"239056","RUNX1","True","True","True","Likely benign",
"239055","RUNX1","True","True","True","Likely benign",
"239054","RUNX1","True","True","True","Likely benign",
"239047","RUNX1","True","True","True","Benign",
"237024","ENG","True","True","True","Likely benign",
"237022","ENG/LOC102723566","True","True","True","Likely benign",
"236480","RPE65","True","True","True","Pathogenic",
"236014","GCK","True","True","True","Pathogenic",
"235402","NEB","True","True","True","Pathogenic",
"235097","GCK","True","True","True","Likely pathogenic",
"233979","CDH1","True","True","True","Pathogenic",
"233627","TP53","True","True","True","Pathogenic",
"232537","BRCA2","True","True","True","Likely pathogenic",
"231916","PTEN","True","True","True","Pathogenic",
"231647","CDH1","True","True","True","Pathogenic",
"231485","TP53","True","True","True","Benign",
"231277","ATM","True","True","True","Pathogenic",
"230862","BRCA1","True","True","True","Likely pathogenic",
"230269","TP53","True","True","True","Benign",
"230061","BRCA1","True","True","True","Pathogenic",
"229794","ATM","True","True","True","Likely pathogenic",
"228460","BMPR2","True","True","True","Pathogenic",
"226353","LDLR","True","True","True","Pathogenic",
"226327","LDLR","True","True","True","Likely benign",
"225375","GJB2","True","True","True","Pathogenic",
"225353","F8","True","True","True","Benign",
"225305","BMPR2","True","True","True","Likely benign",
"225194","IL2RG","True","True","True","Pathogenic",
"225114","GAA","True","True","True","Likely pathogenic",
"224998","RYR1","True","True","True","Pathogenic",
"223171","VHL","True","True","True","Likely pathogenic",
"222971","NRAS","True","True","True","Likely pathogenic",
"222610","FBN1","True","True","True","Likely pathogenic",
"220773","DICER1","True","True","True","Likely benign",
"220353","BRCA2","True","True","True","Pathogenic",
"219896","BRCA2","True","True","True","Likely pathogenic",
"219787","ATM/C11orf65","True","True","True","Uncertain significance",
"219179","GCK","True","True","True","Likely pathogenic",
"216926","F9","True","True","True","Pathogenic",
"215996","TP53","True","True","True","Pathogenic",
"213212","ENG/LOC102723566","True","True","True","Pathogenic",
"213200","ENG","True","True","True","Benign",
"212810","BMPR2","True","True","True","Uncertain significance",
"212217","SLC9A6","True","True","True","Benign",
"211031","FOXG1","True","True","True","Benign",
"209092","SOS2","True","True","True","Likely pathogenic",
"209089","LZTR1","True","True","True","Likely pathogenic",
"209088","LZTR1","True","True","True","Likely pathogenic",
"208653","CDKL5","True","True","True","Uncertain significance",
"207529","TCF4","True","True","True","Likely benign",
"207236","SLC9A6","True","True","True","Likely benign",
"207233","SLC9A6","True","True","True","Likely benign",
"207024","SCN2A","True","True","True","Pathogenic",
"207018","SCN2A","True","True","True","Pathogenic",
"206852","SCN1A/LOC102724058","True","True","True","Pathogenic",
"206744","SCN1A","True","True","True","Likely pathogenic",
"205566","GAMT","True","True","True","Uncertain significance",
"205497","FOXG1","True","True","True","Likely benign",
"205491","FOXG1","True","True","True","Pathogenic",
"205483","FOXG1","True","True","True","Uncertain significance",
"205476","FOXG1","True","True","True","Benign",
"205475","FOXG1","True","True","True","Benign",
"205472","FOXG1","True","True","True","Benign",
"205471","FOXG1","True","True","True","Benign",
"205470","FOXG1","True","True","True","Benign",
"205468","FOXG1","True","True","True","Benign",
"205462","FOXG1","True","True","True","Benign",
"203597","ACADVL","True","True","True","Uncertain significance",
"203587","ACADVL","True","True","True","Likely pathogenic",
"203579","ACADVL","True","True","True","Likely pathogenic",
"201153","RYR1","True","True","True","Uncertain significance",
"200921","LDLR","True","True","True","Pathogenic",
"200177","LOC113939944/FBN1","True","True","True","Likely pathogenic",
"200167","FBN1","True","True","True","Uncertain significance",
"200084","FBN1","True","True","True","Pathogenic",
"200022","FBN1","True","True","True","Pathogenic",
"198690","CAPN3","True","True","True","Likely pathogenic",
"198683","ACADVL","True","True","True","Likely pathogenic",
"198416","RPE65","True","True","True","Likely benign",
"198393","GAA","True","True","True","Uncertain significance",
"198055","GUCY2D","True","True","True","Uncertain significance",
"198050","GCK","True","True","True","Pathogenic",
"197662","PTEN","True","True","True","Uncertain significance",
"197244","MECP2","True","True","True","Benign",
"194857","SCN3A","True","True","True","Benign",
"194643","SLC9A6","True","True","True","Benign",
"194555","SCN2A","True","True","True","Pathogenic",
"194316","ACADVL","True","True","True","Likely pathogenic",
"193990","ABCA4","True","True","True","Likely benign",
"193975","GAA","True","True","True","Uncertain significance",
"193309","FOXG1","True","True","True","Benign",
"191476","KCNQ1","True","True","True","Uncertain significance",
"189929","SCN1A","True","True","True","Likely pathogenic",
"189762","LOC130068854/MECP2","True","True","True","Likely benign",
"189549","CDKL5","True","True","True","Likely pathogenic",
"189481","PTEN","True","True","True","Uncertain significance",
"189297","LDLR","True","True","True","Uncertain significance",
"189243","SGCG","True","True","True","Pathogenic",
"189124","GAA","True","True","True","Pathogenic",
"189007","GAA","True","True","True","Pathogenic",
"188933","PAH","True","True","True","Pathogenic",
"188480","GAA","True","True","True","Uncertain significance",
"188476","GAA","True","True","True","Likely benign",
"188060","TP53","True","True","True","Likely pathogenic",
"186937","CDH1","True","True","True","Likely benign",
"186363","TP53","True","True","True","Benign",
"186005","PTEN","True","True","True","Pathogenic",
"184838","CDH1","True","True","True","Benign",
"184702","APC","True","True","True","Uncertain significance",
"184069","CDH1","True","True","True","Likely benign",
"184020","PTEN","True","True","True","Likely benign",
"183803","CDH1","True","True","True","Likely benign",
"183116","LDLR","True","True","True","Pathogenic",
"183113","LDLR","True","True","True","Likely pathogenic",
"183089","LDLR","True","True","True","Likely pathogenic",
"183085","LDLR","True","True","True","Likely pathogenic",
"182963","TP53","True","True","True","Likely pathogenic",
"181996","ATM","True","True","True","Likely pathogenic",
"181528","SHOC2","True","True","True","Pathogenic",
"180142","GAA","True","True","True","Likely pathogenic",
"179773","USH2A/USH2A-AS2","True","True","True","Pathogenic",
"167677","SGCA","True","True","True","Pathogenic",
"167115","GAA","True","True","True","Benign",
"167025","DYSF","True","True","True","Pathogenic",
"167021","DYSF","True","True","True","Pathogenic",
"166643","ACADVL","True","True","True","Likely pathogenic",
"166641","ACADVL","True","True","True","Likely pathogenic",
"166640","ACADVL","True","True","True","Likely benign",
"161402","VHL","True","True","True","Benign",
"161396","TNNI3","True","True","True","Uncertain significance",
"161285","LDLR","True","True","True","Pathogenic",
"161284","LDLR","True","True","True","Pathogenic",
"161278","LDLR","True","True","True","Uncertain significance",
"161275","LDLR","True","True","True","Uncertain significance",
"161232","ENG","True","True","True","Benign",
"161231","ENG/LOC102723566","True","True","True","Likely benign",
"161229","ENG","True","True","True","Likely benign",
"161202","ACVRL1","True","True","True","Likely benign",
"161201","ACVRL1","True","True","True","Likely benign",
"160221","UBE3A","True","True","True","Likely pathogenic",
"160092","TCF4","True","True","True","Pathogenic",
"158987","MTM1","True","True","True","Pathogenic",
"158984","MTM1","True","True","True","Likely pathogenic",
"158953","MTM1","True","True","True","Likely pathogenic",
"158884","MECP2","True","True","True","Likely benign",
"158591","FOXG1","True","True","True","Benign",
"158179","CDKL5","True","True","True","Pathogenic",
"156685","CDKL5","True","True","True","Benign",
"156623","SNHG14/UBE3A","True","True","True","Uncertain significance",
"156598","CDKL5","True","True","True","Uncertain significance",
"156596","CDKL5","True","True","True","Pathogenic",
"156592","CDKL5","True","True","True","Pathogenic",
"143796","CDKL5","True","True","True","Pathogenic",
"143756","MECP2","True","True","True","Likely benign",
"143743","MECP2","True","True","True","Pathogenic",
"143710","MECP2","True","True","True","Likely pathogenic",
"143609","MECP2","True","True","True","Likely benign",
"143556","MECP2","True","True","True","Pathogenic",
"143493","MECP2","True","True","True","Uncertain significance",
"143475","MECP2","True","True","True","Likely benign",
"143418","MECP2","True","True","True","Likely benign",
"143340","MECP2","True","True","True","Likely benign",
"143316","MECP2","True","True","True","Uncertain significance",
"142905","CDH1","True","True","True","Likely pathogenic",
"142435","CDH1","True","True","True","Likely benign",
"142391","BRCA2","True","True","True","Benign",
"142386","TP53","True","True","True","Benign",
"142003","TP53","True","True","True","Benign",
"141828","CDH1","True","True","True","Benign",
"141802","CDH1","True","True","True","Likely benign",
"141597","TP53","True","True","True","Benign",
"141483","TP53","True","True","True","Benign",
"141474","ATM","True","True","True","Pathogenic",
"141044","LOC107303340/VHL","True","True","True","Uncertain significance",
"141010","CDH1","True","True","True","Likely benign",
"140840","CDH1","True","True","True","Benign",
"138982","LOC102724058/SCN1A","True","True","True","Benign",
"138884","RAG1","True","True","True","Benign",
"137905","VHL","True","True","True","Benign",
"136261","ACADVL","True","True","True","Benign",
"135951","VHL","True","True","True","Benign",
"135775","ATM/C11orf65","True","True","True","Pathogenic",
"135405","VHL","True","True","True","Benign",
"135360","TP53","True","True","True","Benign",
"134580","JAK3","True","True","True","Benign",
"134579","JAK3","True","True","True","Benign",
"134573","JAK3","True","True","True","Benign",
"134569","JAK3","True","True","True","Benign",
"134523","IL7R","True","True","True","Likely benign",
"134512","HNF1A","True","True","True","Benign",
"133249","PAH","True","True","True","Pathogenic",
"133179","RYR1","True","True","True","Uncertain significance",
"132994","RYR1","True","True","True","Pathogenic",
"132976","MYL2","True","True","True","Uncertain significance",
"132806","PIK3CD","True","True","True","Likely pathogenic",
"130219","SCN2A","True","True","True","Benign",
"129142","GCK","True","True","True","Pathogenic",
"127905","CDH1","True","True","True","Likely benign",
"127830","LOC107303340/VHL","True","True","True","Benign",
"127806","TP53","True","True","True","Benign",
"127463","ATM/C11orf65","True","True","True","Pathogenic",
"127459","ATM/C11orf65","True","True","True","Likely pathogenic",
"127405","ATM","True","True","True","Pathogenic",
"127403","ATM","True","True","True","Pathogenic",
"127305","APC","True","True","True","Likely pathogenic",
"126168","BRCA2","True","True","True","Likely pathogenic",
"102912","PAH","True","True","True","Pathogenic",
"102907","PAH","True","True","True","Pathogenic",
"102904","PAH","True","True","True","Pathogenic",
"102899","PAH","True","True","True","Pathogenic",
"102896","PAH","True","True","True","Pathogenic",
"102867","PAH","True","True","True","Pathogenic",
"102848","PAH","True","True","True","Pathogenic",
"102688","PAH","True","True","True","Pathogenic",
"102639","PAH","True","True","True","Pathogenic",
"102635","PAH","True","True","True","Pathogenic",
"102617","PAH","True","True","True","Likely pathogenic",
"102586","PAH","True","True","True","Pathogenic",
"102575","PAH","True","True","True","Pathogenic",
"100314","VWF","True","True","True","Likely pathogenic",
"100281","VWF","True","True","True","Pathogenic",
"100231","VWF","True","True","True","Pathogenic",
"99864","CEP290/RLIG1","True","True","True","Pathogenic",
"99804","AIPL1","True","True","True","Pathogenic",
"99458","ABCA4","True","True","True","Pathogenic",
"99448","ABCA4","True","True","True","Pathogenic",
"99271","ABCA4","True","True","True","Likely benign",
"99219","ABCA4","True","True","True","Pathogenic",
"99113","ABCA4","True","True","True","Pathogenic",
"99087","ABCA4","True","True","True","Pathogenic",
"98988","CDKL5/RS1","True","True","True","Uncertain significance",
"98903","RPE65","True","True","True","Likely benign",
"98898","RPE65","True","True","True","Pathogenic",
"98895","RPE65","True","True","True","Likely pathogenic",
"98891","RPE65","True","True","True","Pathogenic",
"98888","RPE65","True","True","True","Likely pathogenic",
"98873","RPE65","True","True","True","Pathogenic",
"98871","RPE65","True","True","True","Likely benign",
"98869","RPE65","True","True","True","Benign",
"98868","RPE65","True","True","True","Likely pathogenic",
"98867","RPE65","True","True","True","Benign",
"98861","RPE65","True","True","True","Likely pathogenic",
"98854","RPE65","True","True","True","Likely pathogenic",
"98848","RPE65","True","True","True","Likely pathogenic",
"98835","RPE65","True","True","True","Pathogenic",
"98826","RPE65","True","True","True","Pathogenic",
"98823","RPE65","True","True","True","Likely pathogenic",
"98802","RPGR","True","True","True","Pathogenic",
"98753","RPGR","True","True","True","Likely pathogenic",
"98736","RPGR","True","True","True","Uncertain significance",
"98734","RPGR","True","True","True","Benign",
"98610","GUCY2D","True","True","True","Likely pathogenic",
"94366","DYSF","True","True","True","Likely pathogenic",
"94365","DYSF","True","True","True","Pathogenic",
"93551","ACTA1","True","True","True","Benign",
"93330","VHL","True","True","True","Benign",
"92859","RPE65","True","True","True","Likely benign",
"92858","RPGR","True","True","True","Uncertain significance",
"92855","RPGR","True","True","True","Benign",
"92677","MTM1","True","True","True","Likely pathogenic",
"92640","IDUA/SLC26A1","True","True","True","Benign",
"92472","GAA","True","True","True","Pathogenic",
"92288","ACADVL","True","True","True","Likely pathogenic",
"91649","BRCA1","True","True","True","Pathogenic",
"68689","RAG1","True","True","True","Likely pathogenic",
"68467","CYP1B1","True","True","True","Benign",
"68262","ADA","True","True","True","Benign",
"65692","SLC6A8","True","True","True","Likely pathogenic",
"55720","BRCA1","True","True","True","Benign",
"55678","BRCA1","True","True","True","Likely pathogenic",
"55505","BRCA1","True","True","True","Pathogenic",
"55488","BRCA1","True","True","True","Likely pathogenic",
"55482","BRCA1","True","True","True","Likely pathogenic",
"52780","BRCA2","True","True","True","Likely pathogenic",
"48409","USH2A","True","True","True","Likely pathogenic",
"48253","LOC112840921/OTOF","True","True","True","Pathogenic",
"44588","MAP2K1","True","True","True","Pathogenic",
"43596","VHL","True","True","True","Benign",
"43587","TP53","True","True","True","Pathogenic",
"43492","SLC26A4","True","True","True","Likely benign",
"43479","MYL2","True","True","True","Likely pathogenic",
"43325","MYO7A","True","True","True","Pathogenic",
"43230","MYO7A","True","True","True","Pathogenic",
"43124","MYL3","True","True","True","Uncertain significance",
"42443","FBN1","True","True","True","Likely pathogenic",
"42436","FBN1","True","True","True","Pathogenic",
"42402","FBN1","True","True","True","Pathogenic",
"42391","FBN1","True","True","True","Likely pathogenic",
"42339","FBN1","True","True","True","Likely pathogenic",
"42248","APC","True","True","True","Pathogenic",
"40599","RAF1","True","True","True","Likely pathogenic",
"39759","GCK","True","True","True","Likely pathogenic",
"38260","BRCA2","True","True","True","Likely pathogenic",
"38180","BRCA2","True","True","True","Benign",
"38157","BRCA2","True","True","True","Likely pathogenic",
"38114","BRCA2","True","True","True","Uncertain significance",
"37667","BRCA1","True","True","True","Likely pathogenic",
"37650","BRCA1","True","True","True","Likely pathogenic",
"36811","HNF1A","True","True","True","Likely benign",
"36801","HNF1A","True","True","True","Uncertain significance",
"36720","RAG2","True","True","True","Uncertain significance",
"36718","RAG2","True","True","True","Likely pathogenic",
"36717","RAG2","True","True","True","Likely pathogenic",
"36716","RAG2","True","True","True","Pathogenic",
"36713","RAG1","True","True","True","Uncertain significance",
"36712","RAG1","True","True","True","Uncertain significance",
"36422","JAK3","True","True","True","Benign",
"36393","IL7R","True","True","True","Uncertain significance",
"36388","IL2RG","True","True","True","Pathogenic",
"36365","HNF4A","True","True","True","Pathogenic",
"36364","HNF4A","True","True","True","Pathogenic",
"36361","HNF4A","True","True","True","Benign",
"36356","HNF4A","True","True","True","Likely pathogenic",
"36355","HNF4A","True","True","True","Likely pathogenic",
"36354","HNF4A","True","True","True","Uncertain significance",
"36346","HNF4A","True","True","True","Uncertain significance",
"36268","GCK","True","True","True","Uncertain significance",
"36248","GCK","True","True","True","Pathogenic",
"36236","GCK","True","True","True","Pathogenic",
"36232","GCK","True","True","True","Uncertain significance",
"36223","GCK","True","True","True","Uncertain significance",
"36221","GCK","True","True","True","Pathogenic",
"36218","GCK","True","True","True","Pathogenic",
"36212","GCK","True","True","True","Uncertain significance",
"36199","GCK","True","True","True","Pathogenic",
"36195","GCK","True","True","True","Pathogenic",
"36194","GCK","True","True","True","Uncertain significance",
"36189","GCK","True","True","True","Pathogenic",
"36185","GCK","True","True","True","Pathogenic",
"36184","GCK","True","True","True","Uncertain significance",
"36183","GCK","True","True","True","Uncertain significance",
"36182","GCK","True","True","True","Pathogenic",
"36180","GCK","True","True","True","Pathogenic",
"36170","GCK","True","True","True","Pathogenic",
"36169","GCK","True","True","True","Likely pathogenic",
"36118","FBN1","True","True","True","Pathogenic",
"36034","FBN1","True","True","True","Uncertain significance",
"31885","TPM1","True","True","True","Uncertain significance",
"30566","DICER1","True","True","True","Likely pathogenic",
"29873","RPE65","True","True","True","Pathogenic",
"21389","GJB2","True","True","True","Pathogenic",
"21024","ACADVL","True","True","True","Likely pathogenic",
"18286","ACTA1","True","True","True","Likely pathogenic",
"18032","SERPINC1","True","True","True","Uncertain significance",
"18030","SERPINC1","True","True","True","Pathogenic",
"18017","SERPINC1","True","True","True","Likely pathogenic",
"18015","SERPINC1","True","True","True","Likely pathogenic",
"18010","SERPINC1","True","True","True","Pathogenic",
"18009","SERPINC1","True","True","True","Likely pathogenic",
"18007","SERPINC1","True","True","True","Pathogenic",
"18004","SERPINC1","True","True","True","Pathogenic",
"18003","SERPINC1","True","True","True","Likely pathogenic",
"17622","CAPN3","True","True","True","Pathogenic",
"16439","FBN1","True","True","True","Pathogenic",
"15647","HBA2/LOC106804612","True","True","True","Pathogenic",
"15457","LOC110006319/HBB/LOC107133510","True","True","True","Pathogenic",
"14843","IL7R","True","True","True","Likely pathogenic",
"13567","ITGB3","True","True","True","Pathogenic",
"13562","ITGB3","True","True","True","Pathogenic",
"13534","GP9","True","True","True","Likely pathogenic",
"13350","MAP2K1","True","True","True","Likely pathogenic",
"13342","PTPN11","True","True","True","Pathogenic",
"13141","RAG1","True","True","True","Likely pathogenic",
"13136","RAG2","True","True","True","Pathogenic",
"13135","RAG2","True","True","True","Benign",
"13118","RPE65","True","True","True","Pathogenic",
"13116","RPE65","True","True","True","Likely pathogenic",
"12996","RYR1","True","True","True","Pathogenic",
"12371","TP53","True","True","True","Uncertain significance",
"11908","IDUA","True","True","True","Pathogenic",
"11704","SLC6A8","True","True","True","Likely pathogenic",
